name1,name2,discovery date,uniport1,uniport2,id1,id2
ESR1,YWHAZ,"datetime(2015, 6, 1, 0, 0)",P03372,P63104,102503,111046
BORA,FBXW11,"datetime(2015, 1, 1, 0, 0)",Q6PGQ7,Q9UKB1,107535,111849
ESR1,PSMC3IP,"datetime(2015, 3, 27, 0, 0)",P03372,Q9P2W1,102503,113935
AIM2,BCL11A,"datetime(2015, 2, 9, 0, 0)",O14862,Q9H165,112084,106813
NAT2,RAD51,"datetime(2015, 3, 27, 0, 0)",P11245,Q06609,116160,108507
AIM2,MRE11A,"datetime(2015, 2, 9, 0, 0)",O14862,P49959,112084,106372
ESR1,CAD,"datetime(2015, 6, 1, 0, 0)",P03372,P27708,102503,116277
PSMC3IP,NOTCH2,"datetime(2015, 3, 27, 0, 0)",Q9P2W1,Q04721,113935,106892
MARK3,CAPZA1,"datetime(2015, 4, 7, 0, 0)",P27448,P52907,108432,115160
ATM,HSPA8,"datetime(2015, 3, 27, 0, 0)",Q13315,P11142,115411,108948
BLK,ATPIF1,"datetime(2015, 4, 7, 0, 0)",P51451,Q9UII2,115130,103189
SMAD4,DKK3,"datetime(2015, 3, 27, 0, 0)",Q13485,Q9UBP4,101994,115578
ESR2,SEC13,"datetime(2015, 6, 1, 0, 0)",Q92731,P55735,100229,105956
ESR1,TBR1,"datetime(2015, 6, 1, 0, 0)",P03372,Q16650,102503,114933
PSAP,ERBB2,"datetime(2015, 3, 27, 0, 0)",P07602,P04626,101776,110434
AIM2,SUGP2,"datetime(2015, 2, 9, 0, 0)",O14862,Q8IX01,112084,110846
SLC38A1,MT-ATP6,"datetime(2015, 3, 26, 0, 0)",Q9H2H9,P00846,112297,102256
DHX9,AURKA,"datetime(2015, 4, 7, 0, 0)",Q08211,O14965,115481,105171
STK11,THOP1,"datetime(2015, 3, 27, 0, 0)",Q15831,P52888,102452,107593
IFI16,ATIC,"datetime(2015, 2, 9, 0, 0)",Q16666,P31939,102038,113778
THRSP,PALB2,"datetime(2015, 3, 27, 0, 0)",Q92748,Q86YC2,113122,113168
RAD51,ITIH5,"datetime(2015, 3, 27, 0, 0)",Q06609,Q86UX2,108507,111411
IFI16,RPF2,"datetime(2015, 2, 9, 0, 0)",Q16666,Q9H7B2,102038,101663
TYK2,CCT4,"datetime(2015, 4, 7, 0, 0)",P29597,P50991,101260,115294
CDKN2A,CASC3,"datetime(2015, 3, 27, 0, 0)",P42771,O15234,108570,115785
RAD51,ST14,"datetime(2015, 3, 27, 0, 0)",Q06609,Q9Y5Y6,108507,103630
FAM84B,PTPN1,"datetime(2015, 3, 27, 0, 0)",Q96KN1,P18031,115729,109850
IFI16,C1QBP,"datetime(2015, 2, 9, 0, 0)",Q16666,Q07021,102038,115894
BAG4,FAM84B,"datetime(2015, 3, 27, 0, 0)",O95429,Q96KN1,110877,115729
IFI16,EXOSC6,"datetime(2015, 2, 9, 0, 0)",Q16666,Q5RKV6,102038,108487
IFI16,RNH1,"datetime(2015, 2, 9, 0, 0)",Q16666,P13489,102038,108800
SQSTM1,ISG15,"datetime(2015, 1, 16, 0, 0)",Q13501,P05161,109751,111242
IRAK1,TCP1,"datetime(2015, 4, 7, 0, 0)",P51617,P17987,110648,115942
YBX1,,"datetime(2015, 2, 6, 0, 0)",P67809,A8K6I4,106757,109722
PLEC,RAPGEF2,"datetime(2015, 1, 1, 0, 0)",Q15149,Q9Y4G8,116405,112514
ATM,MAP1S,"datetime(2015, 3, 27, 0, 0)",Q13315,Q66K74,115411,112524
BUB1B,PSMA6,"datetime(2015, 4, 7, 0, 0)",O60566,P60900,115999,115586
AIM2,DDX39A,"datetime(2015, 2, 9, 0, 0)",O14862,O00148,112084,100919
VPS72,STK11,"datetime(2015, 3, 27, 0, 0)",Q15906,Q15831,114121,102452
TUBB4A,STK11,"datetime(2015, 3, 27, 0, 0)",P04350,Q15831,112918,102452
IFI16,RRP12,"datetime(2015, 2, 9, 0, 0)",Q16666,Q5JTH9,102038,108830
BLID,CASP8,"datetime(2015, 3, 27, 0, 0)",Q8IZY5,Q14790,115505,100527
HOXC6,APC,"datetime(2015, 3, 27, 0, 0)",P09630,P25054,107652,115867
AATK,SLC25A1,"datetime(2015, 4, 7, 0, 0)",Q6ZMQ8,P53007,112373,110225
CYP17A1,APC,"datetime(2015, 3, 27, 0, 0)",P05093,P25054,107457,115867
AIM2,ZBTB39,"datetime(2015, 2, 9, 0, 0)",O14862,O15060,112084,100206
ESR1,SEC16A,"datetime(2015, 6, 1, 0, 0)",P03372,O15027,102503,107911
OSGIN1,KRAS,"datetime(2015, 3, 27, 0, 0)",Q9UJX0,P01116,101043,110861
PYHIN1,PHIP,"datetime(2015, 2, 9, 0, 0)",Q6K0P9,Q8WWQ0,100916,114816
SLC25A6,CHEK2,"datetime(2015, 3, 27, 0, 0)",P12236,O96017,111222,108135
AIM2,MTA2,"datetime(2015, 2, 9, 0, 0)",O14862,O94776,112084,110912
IFI16,SMARCA5,"datetime(2015, 2, 9, 0, 0)",Q16666,O60264,102038,109453
AIM2,RCN2,"datetime(2015, 2, 9, 0, 0)",O14862,Q14257,112084,112339
MNDA,RRP8,"datetime(2015, 2, 9, 0, 0)",P41218,O43159,100095,113709
ESR2,TCP1,"datetime(2015, 6, 1, 0, 0)",Q92731,P17987,100229,115942
WHSC1L1,PPM1D,"datetime(2015, 3, 27, 0, 0)",Q9BZ95,O15297,113903,108980
SIK2,CSNK1A1,"datetime(2015, 4, 7, 0, 0)",Q9H0K1,P48729,112695,113771
AIM2,VRK3,"datetime(2015, 2, 9, 0, 0)",O14862,Q8IV63,112084,105893
DAPK1,TTLL3,"datetime(2015, 4, 7, 0, 0)",P53355,Q9Y4R7,114750,101945
YBX1,LTV1,"datetime(2015, 2, 6, 0, 0)",P67809,Q96GA3,106757,109741
KRAS,MOCS2,"datetime(2015, 3, 27, 0, 0)",P01116,O96033,110861,116136
ALYREF,SRPK1,"datetime(2015, 4, 7, 0, 0)",Q86V81,Q96SB4,109128,101000
IFI16,GNL3,"datetime(2015, 2, 9, 0, 0)",Q16666,Q9BVP2,102038,116395
TGFB1,PDLIM2,"datetime(2015, 3, 27, 0, 0)",P01137,Q96JY6,102253,102777
IFI16,TEX10,"datetime(2015, 2, 9, 0, 0)",Q16666,Q9NXF1,102038,102939
EEF2,CDK13,"datetime(2015, 4, 7, 0, 0)",P13639,Q14004,104771,100286
TCF4,TP53,"datetime(2015, 1, 1, 0, 0)",P15884,P04637,102722,114765
ESR1,NFKB2,"datetime(2015, 6, 1, 0, 0)",P03372,Q00653,102503,105851
ARAF,YBX3,"datetime(2015, 4, 7, 0, 0)",P10398,P16989,105149,102259
CLTC,GJB5,"datetime(2015, 1, 1, 0, 0)",Q00610,O95377,106373,113228
IFI16,NOC2L,"datetime(2015, 2, 9, 0, 0)",Q16666,Q9Y3T9,102038,105600
PPM1D,NAT2,"datetime(2015, 3, 27, 0, 0)",O15297,P11245,108980,116160
YBX1,,"datetime(2015, 2, 6, 0, 0)",P67809,B7Z2F4,106757,113548
WHSC1L1,FGFR4,"datetime(2015, 3, 27, 0, 0)",Q9BZ95,P22455,113903,109324
PALB2,IL13RA2,"datetime(2015, 3, 27, 0, 0)",Q86YC2,Q14627,113168,101987
CLTC,SCYL2,"datetime(2015, 4, 7, 0, 0)",Q00610,Q6P3W7,106373,114821
IFI16,BMS1,"datetime(2015, 2, 9, 0, 0)",Q16666,Q14692,102038,110133
PTK6,CCT4,"datetime(2015, 4, 7, 0, 0)",Q13882,P50991,113487,115294
FBXW11,DAP3,"datetime(2015, 1, 1, 0, 0)",Q9UKB1,P51398,111849,108224
MAST3,RPL37,"datetime(2015, 4, 7, 0, 0)",O60307,P61927,107245,102947
ESR2,CCDC25,"datetime(2015, 6, 1, 0, 0)",Q92731,Q86WR0,100229,105557
SLC38A1,HLA-C,"datetime(2015, 3, 26, 0, 0)",Q9H2H9,Q29963,112297,101241
IKBKE,CCT3,"datetime(2015, 4, 7, 0, 0)",Q14164,P49368,101861,101876
AKT1,GET4,"datetime(2015, 3, 27, 0, 0)",P31749,Q7L5D6,112440,113137
ABL1,EIF2A,"datetime(2015, 4, 7, 0, 0)",P00519,Q9BY44,104641,116625
ESR1,KRT37,"datetime(2015, 6, 1, 0, 0)",P03372,O76014,102503,106099
IFI16,HAT1,"datetime(2015, 2, 9, 0, 0)",Q16666,O14929,102038,104558
YBX1,,"datetime(2015, 2, 6, 0, 0)",P67809,Q96HX3,106757,111206
BCAR3,CCL5,"datetime(2015, 3, 27, 0, 0)",O75815,P13501,111502,103529
PSMC3IP,BCAR3,"datetime(2015, 3, 27, 0, 0)",Q9P2W1,O75815,113935,111502
TNFSF13,KRAS,"datetime(2015, 3, 27, 0, 0)",O75888,P01116,110546,110861
AURKA,KLK5,"datetime(2015, 3, 27, 0, 0)",O14965,Q9Y337,105171,115783
IFI16,PHIP,"datetime(2015, 2, 9, 0, 0)",Q16666,Q8WWQ0,102038,114816
MBD3,ZNF512B,"datetime(2015, 5, 1, 0, 0)",O95983,Q96KM6,110696,100172
CCT4,TSSK6,"datetime(2015, 4, 7, 0, 0)",P50991,Q9BXA6,115294,104185
IFI16,PNO1,"datetime(2015, 2, 9, 0, 0)",Q16666,Q9NRX1,102038,102405
SGK2,CCT6A,"datetime(2015, 4, 7, 0, 0)",Q9HBY8,P40227,114230,106213
FGFR4,FAM84B,"datetime(2015, 3, 27, 0, 0)",P22455,Q96KN1,109324,115729
FAM84B,XRCC3,"datetime(2015, 3, 27, 0, 0)",Q96KN1,O43542,115729,103225
YBX1,,"datetime(2015, 2, 6, 0, 0)",P67809,B2R8R5,106757,109035
PAX2,SNAI1,"datetime(2015, 3, 27, 0, 0)",Q02962,O95863,111327,107734
ESR1,LARS,"datetime(2015, 6, 1, 0, 0)",P03372,Q9P2J5,102503,105578
ABL1,SUB1,"datetime(2015, 4, 7, 0, 0)",P00519,P53999,104641,106700
IRAK1,CALU,"datetime(2015, 4, 7, 0, 0)",P51617,O43852,110648,115924
AIM2,ZNF148,"datetime(2015, 2, 9, 0, 0)",O14862,Q9UQR1,112084,102848
PYHIN1,ATIC,"datetime(2015, 2, 9, 0, 0)",Q6K0P9,P31939,100916,113778
MNDA,NOC2L,"datetime(2015, 2, 9, 0, 0)",P41218,Q9Y3T9,100095,105600
YBX1,,"datetime(2015, 2, 6, 0, 0)",P67809,B2RAD8,106757,109209
TRAF3IP2,SYK,"datetime(2015, 2, 1, 0, 0)",O43734,P43405,111916,114134
SLC38A1,ATP2B1,"datetime(2015, 3, 26, 0, 0)",Q9H2H9,P20020,112297,110252
MNDA,H1FX,"datetime(2015, 2, 9, 0, 0)",P41218,Q92522,100095,100107
PAX2,RASL10B,"datetime(2015, 3, 27, 0, 0)",Q02962,Q96S79,111327,113658
IFI16,TBCB,"datetime(2015, 2, 9, 0, 0)",Q16666,Q99426,102038,114039
STK11,ERLEC1,"datetime(2015, 3, 27, 0, 0)",Q15831,Q96DZ1,102452,109629
MNDA,RRS1,"datetime(2015, 2, 9, 0, 0)",P41218,Q15050,100095,105709
MNDA,SURF6,"datetime(2015, 2, 9, 0, 0)",P41218,O75683,100095,109154
SIK2,BAG2,"datetime(2015, 4, 7, 0, 0)",Q9H0K1,O95816,112695,115498
EZH2,BTRC,"datetime(2015, 1, 22, 0, 0)",Q15910,Q9Y297,109421,100198
ESR2,PDIA6,"datetime(2015, 6, 1, 0, 0)",Q92731,Q15084,100229,108254
PYHIN1,H1FX,"datetime(2015, 2, 9, 0, 0)",Q6K0P9,Q92522,100916,100107
MNDA,ZC3HAV1,"datetime(2015, 2, 9, 0, 0)",P41218,Q7Z2W4,100095,104858
AIM2,FSCN1,"datetime(2015, 2, 9, 0, 0)",O14862,Q16658,112084,114938
TYK2,HSPB1,"datetime(2015, 4, 7, 0, 0)",P29597,P04792,101260,107064
CHEK2,FAM84B,"datetime(2015, 3, 27, 0, 0)",O96017,Q96KN1,108135,115729
GREB1,PALB2,"datetime(2015, 3, 27, 0, 0)",Q4ZG55,Q86YC2,101092,113168
IFI16,MAT2A,"datetime(2015, 2, 9, 0, 0)",Q16666,P31153,102038,102514
BCAR3,EPSTI1,"datetime(2015, 3, 27, 0, 0)",O75815,Q96J88,111502,110334
MNDA,GNB2L1,"datetime(2015, 2, 9, 0, 0)",P41218,P63244,100095,101461
BAALC,CHEK2,"datetime(2015, 3, 27, 0, 0)",Q8WXS3,O96017,101982,108135
YBX1,,"datetime(2015, 2, 6, 0, 0)",P67809,B7ZB44,106757,103590
KLK9,CHEK2,"datetime(2015, 3, 27, 0, 0)",Q9UKQ9,O96017,105870,108135
PSMC3IP,CASP8,"datetime(2015, 3, 27, 0, 0)",Q9P2W1,Q14790,113935,100527
AIM2,HMBOX1,"datetime(2015, 2, 9, 0, 0)",O14862,Q6NT76,112084,100270
PTCD3,FBXW11,"datetime(2015, 1, 1, 0, 0)",Q96EY7,Q9UKB1,112052,111849
AKT1,AGR3,"datetime(2015, 3, 27, 0, 0)",P31749,Q8TD06,112440,106589
IARS,ERBB2,"datetime(2015, 3, 27, 0, 0)",P41252,P04626,113626,110434
MNDA,DDX6,"datetime(2015, 2, 9, 0, 0)",P41218,P26196,100095,103960
STK11,GNPDA1,"datetime(2015, 3, 27, 0, 0)",Q15831,P46926,102452,112368
MNDA,SPATS2L,"datetime(2015, 2, 9, 0, 0)",P41218,Q9NUQ6,100095,113175
AIM2,FOXC1,"datetime(2015, 2, 9, 0, 0)",O14862,Q12948,112084,100929
ESR2,MYH9,"datetime(2015, 6, 1, 0, 0)",Q92731,P35579,100229,111314
IFI16,PPAN,"datetime(2015, 2, 9, 0, 0)",Q16666,Q9NQ55,102038,108669
MTA3,PARP1,"datetime(2015, 3, 27, 0, 0)",Q9BTC8,P09874,106413,113437
PYHIN1,BAZ2A,"datetime(2015, 2, 9, 0, 0)",Q6K0P9,Q9UIF9,100916,109233
FLG2,JAK1,"datetime(2015, 4, 7, 0, 0)",Q5D862,P23458,114393,107364
FBXW11,TIAM1,"datetime(2015, 1, 1, 0, 0)",Q9UKB1,Q13009,111849,108552
PYHIN1,TTF2,"datetime(2015, 2, 9, 0, 0)",Q6K0P9,Q9UNY4,100916,101989
CXCL1,HRAS,"datetime(2015, 3, 27, 0, 0)",P09341,P01112,107952,110859
PYHIN1,NSUN2,"datetime(2015, 2, 9, 0, 0)",Q6K0P9,Q08J23,100916,111564
FBXW11,ACBD5,"datetime(2015, 1, 1, 0, 0)",Q9UKB1,Q5T8D3,111849,109480
YBX1,,"datetime(2015, 2, 6, 0, 0)",P67809,B3KMC9,106757,102814
AIM2,SMARCA5,"datetime(2015, 2, 9, 0, 0)",O14862,O60264,112084,109453
IFI16,LAS1L,"datetime(2015, 2, 9, 0, 0)",Q16666,Q9Y4W2,102038,114847
AATK,DPM1,"datetime(2015, 4, 7, 0, 0)",Q6ZMQ8,O60762,112373,106269
ATAD3A,MAP3K5,"datetime(2015, 4, 7, 0, 0)",Q9NVI7,Q99683,111990,108747
RAPGEF2,SSSCA1,"datetime(2015, 1, 1, 0, 0)",Q9Y4G8,O60232,112514,104571
MRC2,BRMS1,"datetime(2015, 3, 27, 0, 0)",Q9UBG0,Q9HCU9,109060,100868
MNDA,CENPV,"datetime(2015, 2, 9, 0, 0)",P41218,Q7Z7K6,100095,111930
IFI16,NOP16,"datetime(2015, 2, 9, 0, 0)",Q16666,Q9Y3C1,102038,103027
IFI16,MAK16,"datetime(2015, 2, 9, 0, 0)",Q16666,Q9BXY0,102038,107786
IL13RA2,PIK3CA,"datetime(2015, 3, 27, 0, 0)",Q14627,P42336,101987,106131
TYK2,CCT3,"datetime(2015, 4, 7, 0, 0)",P29597,P49368,101260,101876
ESR2,PI4KA,"datetime(2015, 6, 1, 0, 0)",Q92731,P42356,100229,115387
MNDA,UPF1,"datetime(2015, 2, 9, 0, 0)",P41218,Q92900,100095,105734
PIK3CA,IL24,"datetime(2015, 3, 27, 0, 0)",P42336,Q13007,106131,108551
CHEK2,STMN1,"datetime(2015, 3, 27, 0, 0)",O96017,P16949,108135,101694
YBX1,ATP5A1,"datetime(2015, 2, 6, 0, 0)",P67809,P25705,106757,101717
YBX1,NSUN2,"datetime(2015, 2, 6, 0, 0)",P67809,Q08J23,106757,111564
HMMR,ITIH5,"datetime(2015, 3, 27, 0, 0)",O75330,Q86UX2,107079,111411
AIM2,EEF1B2,"datetime(2015, 2, 9, 0, 0)",O14862,P24534,112084,108069
RB1CC1,MADD,"datetime(2015, 3, 27, 0, 0)",Q8TDY2,Q8WXG6,108235,115719
BAG4,RNF20,"datetime(2015, 3, 27, 0, 0)",O95429,Q5VTR2,110877,104822
PYHIN1,RSF1,"datetime(2015, 2, 9, 0, 0)",Q6K0P9,Q96T23,100916,116231
IKBKB,SLC25A13,"datetime(2015, 4, 7, 0, 0)",O14920,Q9UJS0,104565,104087
MNDA,DHX33,"datetime(2015, 2, 9, 0, 0)",P41218,Q9H6R0,100095,100926
BUB1B,DSN1,"datetime(2015, 4, 7, 0, 0)",O60566,Q9H410,115999,115208
SNAI1,PTPN1,"datetime(2015, 3, 27, 0, 0)",O95863,P18031,107734,109850
TGFB1,ANGPTL4,"datetime(2015, 3, 27, 0, 0)",P01137,Q9BY76,102253,103670
AIM2,XRCC1,"datetime(2015, 2, 9, 0, 0)",O14862,P18887,112084,115628
SLC38A9,LAMTOR1,"datetime(2015, 3, 26, 0, 0)",Q8NBW4,Q6IAA8,107436,108320
MNDA,BRIX1,"datetime(2015, 2, 9, 0, 0)",P41218,Q8TDN6,100095,107420
CDH13,CASP8,"datetime(2015, 3, 27, 0, 0)",P55290,Q14790,100447,100527
CKAP4,ABL1,"datetime(2015, 4, 7, 0, 0)",Q07065,P00519,115288,104641
MNDA,CCDC86,"datetime(2015, 2, 9, 0, 0)",P41218,Q9H6F5,100095,110185
BCAS3,TGFB1,"datetime(2015, 3, 27, 0, 0)",Q9H6U6,P01137,104854,102253
IFI16,ACTR3,"datetime(2015, 2, 9, 0, 0)",Q16666,P61158,102038,115090
MNDA,DDX18,"datetime(2015, 2, 9, 0, 0)",P41218,Q9NVP1,100095,104158
CHEK2,CCL5,"datetime(2015, 3, 27, 0, 0)",O96017,P13501,108135,103529
FOXN2,FBXW11,"datetime(2015, 1, 1, 0, 0)",P32314,Q9UKB1,109843,111849
ESR1,DNAJA1,"datetime(2015, 6, 1, 0, 0)",P03372,P31689,102503,101661
STK11,MOCS2,"datetime(2015, 3, 27, 0, 0)",Q15831,O96033,102452,116136
YBX1,,"datetime(2015, 2, 6, 0, 0)",P67809,A8K6V3,106757,101521
ESR1,DCTN2,"datetime(2015, 6, 1, 0, 0)",P03372,Q13561,102503,100570
RAD51,NELFB,"datetime(2015, 3, 27, 0, 0)",Q06609,Q8WX92,108507,114148
MAST3,HNRNPA0,"datetime(2015, 4, 7, 0, 0)",O60307,Q13151,107245,103175
AIM2,RBM12B,"datetime(2015, 2, 9, 0, 0)",O14862,Q8IXT5,112084,106764
MAST3,CKAP4,"datetime(2015, 4, 7, 0, 0)",O60307,Q07065,107245,115288
BAG4,KLK7,"datetime(2015, 3, 27, 0, 0)",O95429,P49862,110877,103129
PYHIN1,PHF14,"datetime(2015, 2, 9, 0, 0)",Q6K0P9,O94880,100916,111770
STK11,CTSB,"datetime(2015, 3, 27, 0, 0)",Q15831,P07858,102452,108913
PYHIN1,C5ORF24,"datetime(2015, 2, 9, 0, 0)",Q6K0P9,Q7Z6I8,100916,110397
SLC38A2,ATP5E,"datetime(2015, 3, 26, 0, 0)",Q96QD8,P56381,114069,112328
ABL1,LRRC59,"datetime(2015, 4, 7, 0, 0)",P00519,Q96AG4,104641,103316
ARHGEF26,CASK,"datetime(2015, 4, 7, 0, 0)",Q96DR7,O14936,108468,100295
YBX1,ZCRB1,"datetime(2015, 2, 6, 0, 0)",P67809,Q05DR1,106757,114390
MNDA,MAK16,"datetime(2015, 2, 9, 0, 0)",P41218,Q9BXY0,100095,107786
ISG15,HDAC6,"datetime(2015, 1, 16, 0, 0)",P05161,Q9UBN7,111242,104600
FBXO7,MAGED1,"datetime(2015, 1, 1, 0, 0)",Q9Y3I1,Q9Y5V3,112763,107381
JAK3,CCT4,"datetime(2015, 4, 7, 0, 0)",P52333,P50991,101659,115294
TUBGCP6,FBXW11,"datetime(2015, 1, 1, 0, 0)",Q96RT7,Q9UKB1,112387,111849
ARAF,SDF4,"datetime(2015, 4, 7, 0, 0)",P10398,Q9BRK5,105149,101898
MTCH1,ERBB2,"datetime(2015, 3, 27, 0, 0)",Q8IW90,P04626,102001,110434
IRAK1,ATP1A1,"datetime(2015, 4, 7, 0, 0)",P51617,P05023,110648,104896
ESR1,PPP6R1,"datetime(2015, 6, 1, 0, 0)",P03372,Q9UPN7,102503,102130
AIM2,MSH6,"datetime(2015, 2, 9, 0, 0)",O14862,P52701,112084,114313
RNF20,FGFR4,"datetime(2015, 3, 27, 0, 0)",Q5VTR2,P22455,104822,109324
MNDA,MKI67,"datetime(2015, 2, 9, 0, 0)",P41218,P46013,100095,108560
MNDA,PES1,"datetime(2015, 2, 9, 0, 0)",P41218,O00541,100095,100777
AIM2,LEMD2,"datetime(2015, 2, 9, 0, 0)",O14862,Q8NC56,112084,101912
ATP5J2,BLK,"datetime(2015, 4, 7, 0, 0)",P56134,P51451,113049,115130
RRAGA,SLC38A9,"datetime(2015, 3, 26, 0, 0)",Q7L523,Q8NBW4,114661,107436
OSGIN1,BCAR3,"datetime(2015, 3, 27, 0, 0)",Q9UJX0,O75815,101043,111502
YBX1,MCM5,"datetime(2015, 2, 6, 0, 0)",P67809,P33992,106757,106061
YBX1,NOL6,"datetime(2015, 2, 6, 0, 0)",P67809,Q9H6R4,106757,108488
CASZ1,BCAR3,"datetime(2015, 3, 27, 0, 0)",Q86V15,O75815,105978,111502
FBXW11,VANGL1,"datetime(2015, 1, 1, 0, 0)",Q9UKB1,Q8TAA9,111849,113275
PTPN1,CASZ1,"datetime(2015, 3, 27, 0, 0)",P18031,Q86V15,109850,105978
RB1CC1,GREB1,"datetime(2015, 3, 27, 0, 0)",Q8TDY2,Q4ZG55,108235,101092
MRC2,RB1CC1,"datetime(2015, 3, 27, 0, 0)",Q9UBG0,Q8TDY2,109060,108235
AIM2,CHMP4B,"datetime(2015, 2, 9, 0, 0)",O14862,Q9H444,112084,111456
CHEK2,ITIH5,"datetime(2015, 3, 27, 0, 0)",O96017,Q86UX2,108135,111411
MNDA,PLS3,"datetime(2015, 2, 9, 0, 0)",P41218,P13797,100095,116191
KLK9,PAX2,"datetime(2015, 3, 27, 0, 0)",Q9UKQ9,Q02962,105870,111327
IFI16,DCAF13,"datetime(2015, 2, 9, 0, 0)",Q16666,Q9NV06,102038,108966
RB1CC1,THRSP,"datetime(2015, 3, 27, 0, 0)",Q8TDY2,Q92748,108235,113122
MAST3,DRG1,"datetime(2015, 4, 7, 0, 0)",O60307,Q9Y295,107245,100200
SLC38A1,RTN3,"datetime(2015, 3, 26, 0, 0)",Q9H2H9,O95197,112297,106675
DAPK1,BAG2,"datetime(2015, 4, 7, 0, 0)",P53355,O95816,114750,115498
MNDA,RRP15,"datetime(2015, 2, 9, 0, 0)",P41218,Q9Y3B9,100095,115383
AIM2,MTA1,"datetime(2015, 2, 9, 0, 0)",O14862,Q13330,112084,107378
PYHIN1,SATB2,"datetime(2015, 2, 9, 0, 0)",Q6K0P9,Q9UPW6,100916,110922
JAK3,BAG2,"datetime(2015, 4, 7, 0, 0)",P52333,O95816,101659,115498
CCT3,CDK13,"datetime(2015, 4, 7, 0, 0)",P49368,Q14004,101876,100286
IRAK1,SEC16A,"datetime(2015, 4, 7, 0, 0)",P51617,O15027,110648,107911
AIM2,UCHL1,"datetime(2015, 2, 9, 0, 0)",O14862,P09936,112084,110630
ESR2,GOLPH3,"datetime(2015, 6, 1, 0, 0)",Q92731,Q9H4A6,100229,110277
MTA3,CDKN2C,"datetime(2015, 3, 27, 0, 0)",Q9BTC8,P42773,106413,108569
CDC27,TFDP1,"datetime(2015, 1, 1, 0, 0)",P30260,Q14186,109903,103372
PYHIN1,TFAP2A,"datetime(2015, 2, 9, 0, 0)",Q6K0P9,P05549,100916,113563
AIM2,TRIM27,"datetime(2015, 2, 9, 0, 0)",O14862,P14373,112084,104168
DIRAS3,FGFR4,"datetime(2015, 3, 27, 0, 0)",O95661,P22455,105935,109324
IFI16,H2AFX,"datetime(2015, 2, 9, 0, 0)",Q16666,P16104,102038,113889
FGFR2,PDLIM2,"datetime(2015, 3, 27, 0, 0)",P21802,Q96JY6,100913,102777
SRPK1,RPL37,"datetime(2015, 4, 7, 0, 0)",Q96SB4,P61927,101000,102947
MTA3,ATM,"datetime(2015, 3, 27, 0, 0)",Q9BTC8,Q13315,106413,115411
AAK1,AP2B1,"datetime(2015, 4, 7, 0, 0)",Q2M2I8,P63010,107372,100415
CLCN6,ERBB2,"datetime(2015, 3, 27, 0, 0)",P51797,P04626,113499,110434
TGFB1,KLK9,"datetime(2015, 3, 27, 0, 0)",P01137,Q9UKQ9,102253,105870
MAST3,PRPSAP2,"datetime(2015, 4, 7, 0, 0)",O60307,O60256,107245,113737
RNF146,TNKS,"datetime(2015, 1, 8, 0, 0)",Q9NTX7,O95271,103896,114236
SLC38A1,RHOT2,"datetime(2015, 3, 26, 0, 0)",Q9H2H9,Q8IXI1,112297,109310
MYO1B,CSNK2A1,"datetime(2015, 4, 7, 0, 0)",O43795,P68400,102127,110721
PTGDS,AKT1,"datetime(2015, 3, 27, 0, 0)",P41222,P31749,112360,112440
IFI16,DDX21,"datetime(2015, 2, 9, 0, 0)",Q16666,Q9NR30,102038,101618
IFI16,GTPBP4,"datetime(2015, 2, 9, 0, 0)",Q16666,Q9BZE4,102038,108711
ERBB2,ANXA6,"datetime(2015, 3, 27, 0, 0)",P04626,P08133,110434,109561
PALB2,DIRAS3,"datetime(2015, 3, 27, 0, 0)",Q86YC2,O95661,113168,105935
MNDA,LARP4,"datetime(2015, 2, 9, 0, 0)",P41218,Q71RC2,100095,105427
MNDA,H2AFX,"datetime(2015, 2, 9, 0, 0)",P41218,P16104,100095,113889
SLC38A1,SLC39A14,"datetime(2015, 3, 26, 0, 0)",Q9H2H9,Q15043,112297,109931
FBXW11,PFDN5,"datetime(2015, 1, 1, 0, 0)",Q9UKB1,Q99471,111849,110284
PYHIN1,MECP2,"datetime(2015, 2, 9, 0, 0)",Q6K0P9,P51608,100916,106361
MNDA,ISG20L2,"datetime(2015, 2, 9, 0, 0)",P41218,Q9H9L3,100095,106862
IFI16,MOV10,"datetime(2015, 2, 9, 0, 0)",Q16666,Q9HCE1,102038,115103
AIM2,UPF1,"datetime(2015, 2, 9, 0, 0)",O14862,Q92900,112084,105734
ESR2,PCBP1,"datetime(2015, 6, 1, 0, 0)",Q92731,Q15365,100229,110371
WIF1,FGFR4,"datetime(2015, 3, 27, 0, 0)",Q9Y5W5,P22455,111616,109324
YBX1,,"datetime(2015, 2, 6, 0, 0)",P67809,B4DSH1,106757,101484
CHEK2,TLR3,"datetime(2015, 3, 27, 0, 0)",O96017,O15455,108135,116179
AATK,PPP1CA,"datetime(2015, 4, 7, 0, 0)",Q6ZMQ8,P62136,112373,109498
STK11,TSG101,"datetime(2015, 3, 27, 0, 0)",Q15831,Q99816,102452,115385
MARK3,MTCL1,"datetime(2015, 4, 7, 0, 0)",P27448,Q9Y4B5,108432,116290
SMAD4,FAM84B,"datetime(2015, 3, 27, 0, 0)",Q13485,Q96KN1,101994,115729
MNDA,UTP18,"datetime(2015, 2, 9, 0, 0)",P41218,Q9Y5J1,100095,105646
MARK3,CNBP,"datetime(2015, 4, 7, 0, 0)",P27448,P62633,108432,112253
